system	repo_root	relative_path	material_family	bytes	sha256	git_head	git_state	authority_class	reuse_scope	modern_finance_contamination	source_rights_status	v3_overlap	notes
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	character/evidence/seooh/mabeop_ep01-05.md	character	3257	e7bfa6a4e813e3642e5556685e63ac50fc48a1e9ff67b8450d9efab26620bae3	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	superseded	ineligible	unclear	clear_pointer	sha256:character/evidence/seooh/mabeop_ep01-05.md; relative_path:character/evidence/seooh/mabeop_ep01-05.md; name:block/evidence/seooh/mabeop_ep01-05.md,esm/evidence/seooh/mabeop_ep01-05.md	v3 duplicate candidate; do not migrate in Phase 0
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	character/evidence/seooh/mabeop_ep06-14.md	character	3296	a589bf57d5a26b1c00fcf67e1c6174a5601e2621224e33b45a0e18c5c5befd27	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	superseded	ineligible	unclear	clear_pointer	sha256:character/evidence/seooh/mabeop_ep06-14.md; relative_path:character/evidence/seooh/mabeop_ep06-14.md; name:block/evidence/seooh/mabeop_ep06-14.md,esm/evidence/seooh/mabeop_ep06-14.md	v3 duplicate candidate; do not migrate in Phase 0
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	character/evidence/seooh/mabeop_ep15-21.md	character	2694	74eba99dc8355649deb999057f3cb727b3f3b2911fa4f9d93c1db4c54106af18	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	superseded	ineligible	unclear	clear_pointer	sha256:character/evidence/seooh/mabeop_ep15-21.md; relative_path:character/evidence/seooh/mabeop_ep15-21.md; name:block/evidence/seooh/mabeop_ep15-21.md,esm/evidence/seooh/mabeop_ep15-21.md	v3 duplicate candidate; do not migrate in Phase 0
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	character/evidence/seooh/mabeop_ep22-50.md	character	4058	1e228ca5467ddcb964c24cda5a63b0674674a6c524b4b7775790289d60a64a78	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	superseded	ineligible	unclear	clear_pointer	sha256:character/evidence/seooh/mabeop_ep22-50.md; relative_path:character/evidence/seooh/mabeop_ep22-50.md; name:block/evidence/seooh/mabeop_ep22-50.md,esm/evidence/seooh/mabeop_ep22-50.md	v3 duplicate candidate; do not migrate in Phase 0
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	character/evidence/seooh/yeonbong_ep01-05.md	character	2615	e7c1816c41abff09ad3ff29777e4195bae420693a30c06b624eba2d294247008	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	superseded	ineligible	yes	clear_pointer	sha256:character/evidence/seooh/yeonbong_ep01-05.md; relative_path:character/evidence/seooh/yeonbong_ep01-05.md; name:block/evidence/seooh/yeonbong_ep01-05.md,esm/evidence/seooh/yeonbong_ep01-05.md	v3 duplicate candidate; do not migrate in Phase 0
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	character/evidence/seooh/yeonbong_ep06-14.md	character	3448	30fee5e64c0702f6234fd01af12d617de39267032f475966e2f34f99a627b76a	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	superseded	ineligible	yes	clear_pointer	sha256:character/evidence/seooh/yeonbong_ep06-14.md; relative_path:character/evidence/seooh/yeonbong_ep06-14.md; name:block/evidence/seooh/yeonbong_ep06-14.md,esm/evidence/seooh/yeonbong_ep06-14.md	v3 duplicate candidate; do not migrate in Phase 0
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	character/evidence/seooh/yeonbong_ep15-21.md	character	4092	0c61a78a11659ba8838c8cb4803f692ae5b953fcc664f73e1a42cd14aa955998	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	superseded	ineligible	unclear	clear_pointer	sha256:character/evidence/seooh/yeonbong_ep15-21.md; relative_path:character/evidence/seooh/yeonbong_ep15-21.md; name:block/evidence/seooh/yeonbong_ep15-21.md,esm/evidence/seooh/yeonbong_ep15-21.md	v3 duplicate candidate; do not migrate in Phase 0
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	character/evidence/seooh/yeonbong_ep22-50.md	character	3199	293d9d450d5fea4b62ed59c3f131b4b0e6cf5c0f02719f5a74f46a5d80a172a8	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	superseded	ineligible	yes	clear_pointer	sha256:character/evidence/seooh/yeonbong_ep22-50.md; relative_path:character/evidence/seooh/yeonbong_ep22-50.md; name:block/evidence/seooh/yeonbong_ep22-50.md,esm/evidence/seooh/yeonbong_ep22-50.md	v3 duplicate candidate; do not migrate in Phase 0
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	character/protagonist_operating_archetypes.md	character	9332	6bc26d75da9f5cddf527e0b149a0a526acce8ea69966c0e1d1c4866fce787aad	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	superseded	ineligible	unclear	clear_pointer	sha256:character/protagonist_operating_archetypes.md; relative_path:character/protagonist_operating_archetypes.md	v3 duplicate candidate; do not migrate in Phase 0
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	character/protagonist_operating_identity_template.md	character	2042	de16ec553260cc59de5f62148b70d4cd8413823a9db0eb456d44f195a99a620d	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	superseded	ineligible	unclear	unclear	sha256:character/protagonist_operating_identity_template.md; relative_path:character/protagonist_operating_identity_template.md	v3 duplicate candidate; do not migrate in Phase 0
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	comparisons/.gitkeep	comparisons	1	01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	superseded	ineligible	unclear	unclear	sha256:block/.gitkeep,comparisons/.gitkeep,esm/.gitkeep,source_maps/.gitkeep; relative_path:comparisons/.gitkeep	v3 duplicate candidate; do not migrate in Phase 0
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	comparisons/doksik_human_pitch_inferred.md	comparisons	10632	fa12468cd6c9ca93e249a63c9ca395d6cf93a0336c7e9e0e79d2d4ee2c0fd818	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	superseded	ineligible	yes	clear_pointer	sha256:comparisons/doksik_human_pitch_inferred.md; relative_path:comparisons/doksik_human_pitch_inferred.md	v3 duplicate candidate; do not migrate in Phase 0
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	craft/craft_doctrine.md	craft	27945	390f06b165790fa2ec782640a6e611c90fac27f7367640eca5d6b20c99753cfd	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	superseded	ineligible	unclear	unclear	sha256:craft/craft_doctrine.md; relative_path:craft/craft_doctrine.md	v3 duplicate candidate; do not migrate in Phase 0
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	craft/craft_doctrine_inject.md	craft	4871	6cd6189f63ed82bb1b0edb4e94d013043d262ad15679f4d896b550a703f87bdc	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	superseded	ineligible	unclear	unclear	sha256:craft/craft_doctrine_inject.md; relative_path:craft/craft_doctrine_inject.md	v3 duplicate candidate; do not migrate in Phase 0
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	craft/genre_profiles/README.md	craft	2096	8808eaf4c0885b00362c9027ac3d493e662b5e87217b9a3d42d82f4ee0929b12	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	superseded	ineligible	unclear	unclear	sha256:craft/genre_profiles/README.md; relative_path:craft/genre_profiles/README.md	v3 duplicate candidate; do not migrate in Phase 0
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	craft/genre_profiles/martial_arts.md	craft	1863	62ca3f07fb0aae0993df41b661d37cf2b1ae510d1a295e50a0719a584f52ff11	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	superseded	ineligible	unclear	unclear	sha256:craft/genre_profiles/martial_arts.md; relative_path:craft/genre_profiles/martial_arts.md	v3 duplicate candidate; do not migrate in Phase 0
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	craft/genre_profiles/modern_fantasy.md	craft	25902	0f08c6584bf2f82387f356ff7107f8be54b0e0f5f45a7107c5f6f86441282c90	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	superseded	ineligible	unclear	unclear	sha256:craft/genre_profiles/modern_fantasy.md; relative_path:craft/genre_profiles/modern_fantasy.md	v3 duplicate candidate; do not migrate in Phase 0
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	craft/genre_profiles/modern_finance.md	craft	2108	4822436d7145a078b1608cb64379dc92fb5f14b6e6aff1112117a603aea6d5ce	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	superseded	ineligible	yes	unclear	sha256:craft/genre_profiles/modern_finance.md; relative_path:craft/genre_profiles/modern_finance.md	v3 duplicate candidate; do not migrate in Phase 0
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	craft/protagonist_doctrine.md	craft	20316	592a95a43b47c3beb29c28d210b7a9a6e5b315bd9d65eea36a5f6ffc6a345a69	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	superseded	ineligible	unclear	unclear	sha256:craft/protagonist_doctrine.md; relative_path:craft/protagonist_doctrine.md	v3 duplicate candidate; do not migrate in Phase 0
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	esm/.gitkeep	esm	1	01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	superseded	ineligible	unclear	unclear	sha256:block/.gitkeep,comparisons/.gitkeep,esm/.gitkeep,source_maps/.gitkeep; relative_path:esm/.gitkeep	v3 duplicate candidate; do not migrate in Phase 0
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	esm/README.md	esm	1082	9fb29770359b284444bb1f866f109797fa6c4c4fecf04bb058b0cb447f3c6b5e	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	superseded	ineligible	unclear	unclear	sha256:esm/README.md; relative_path:esm/README.md	v3 duplicate candidate; do not migrate in Phase 0
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	esm/esm_bank.md	esm	43422	0b3bedfcfdef160a6820245b02ca14fd56d8c908a8fc8a2e73bcebf3cb81dd6f	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	superseded	ineligible	unclear	clear_pointer	sha256:esm/esm_bank.md; relative_path:esm/esm_bank.md	v3 duplicate candidate; do not migrate in Phase 0
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	esm/evidence/kdh/geumsujeo_saenghwal.md	esm	11539	f60fb37ea1291c58376a84b3b2c8a1eb6cd9dc2ebb79c45e72997d057f5cbc17	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	superseded	ineligible	yes	clear_pointer	sha256:esm/evidence/kdh/geumsujeo_saenghwal.md; relative_path:esm/evidence/kdh/geumsujeo_saenghwal.md; name:block/evidence/kdh/geumsujeo_saenghwal.md,character/evidence/kdh/geumsujeo_saenghwal.md	v3 duplicate candidate; do not migrate in Phase 0
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	esm/evidence/kdh/geumsujeo_tuja.md	esm	9843	7cead77e0db47f8244ff2bc755b24c7954b478e4ae562cc9308afea0e5f10acd	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	superseded	ineligible	yes	clear_pointer	sha256:esm/evidence/kdh/geumsujeo_tuja.md; relative_path:esm/evidence/kdh/geumsujeo_tuja.md; name:block/evidence/kdh/geumsujeo_tuja.md,character/evidence/kdh/geumsujeo_tuja.md	v3 duplicate candidate; do not migrate in Phase 0
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	esm/evidence/kdh/seonggongsidae.md	esm	6102	855eadcb23013dd97a1a7d54d9b0bbfd7ce3baaf3ac3a3c5d1861ac446a5ee4e	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	superseded	ineligible	unclear	clear_pointer	sha256:esm/evidence/kdh/seonggongsidae.md; relative_path:esm/evidence/kdh/seonggongsidae.md; name:block/evidence/kdh/seonggongsidae.md,character/evidence/kdh/seonggongsidae.md	v3 duplicate candidate; do not migrate in Phase 0
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	esm/evidence/seooh/doksik_ep01-05.md	esm	3746	f703358985d2976c5f77e4b81c7e4124b14f7e4436d05aa3196e4793e34fa1cf	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	superseded	ineligible	yes	clear_pointer	sha256:esm/evidence/seooh/doksik_ep01-05.md; relative_path:esm/evidence/seooh/doksik_ep01-05.md; name:block/evidence/seooh/doksik_ep01-05.md,character/evidence/seooh/doksik_ep01-05.md	v3 duplicate candidate; do not migrate in Phase 0
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	esm/evidence/seooh/doksik_ep08-14.md	esm	3868	18fb0b673be2ea9886a123e24e37f93050b78946f97b2bf10f5219b61b050759	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	superseded	ineligible	yes	clear_pointer	sha256:esm/evidence/seooh/doksik_ep08-14.md; relative_path:esm/evidence/seooh/doksik_ep08-14.md; name:block/evidence/seooh/doksik_ep08-14.md,character/evidence/seooh/doksik_ep08-14.md	v3 duplicate candidate; do not migrate in Phase 0
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	esm/evidence/seooh/doksik_ep15-21.md	esm	5314	df81b54ce1c9c4bbbc4add4a1ac21a95f302b7ffbb588c309651cb6e05271536	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	superseded	ineligible	yes	clear_pointer	sha256:esm/evidence/seooh/doksik_ep15-21.md; relative_path:esm/evidence/seooh/doksik_ep15-21.md; name:block/evidence/seooh/doksik_ep15-21.md,character/evidence/seooh/doksik_ep15-21.md	v3 duplicate candidate; do not migrate in Phase 0
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	esm/evidence/seooh/doksik_ep22-50.md	esm	4036	90375e6069cd84a2df29112ba79262a4811aff163aea8f84a4a73f5d26e0b193	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	superseded	ineligible	yes	clear_pointer	sha256:esm/evidence/seooh/doksik_ep22-50.md; relative_path:esm/evidence/seooh/doksik_ep22-50.md; name:block/evidence/seooh/doksik_ep22-50.md,character/evidence/seooh/doksik_ep22-50.md	v3 duplicate candidate; do not migrate in Phase 0
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	esm/evidence/seooh/doksik_ep78-86_imf_payoff.md	esm	4245	dbaa025fe1416a28b791bdbcbd567c4f1aedb97c01dd8eb4e42810398ba4e045	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	superseded	ineligible	yes	clear_pointer	sha256:esm/evidence/seooh/doksik_ep78-86_imf_payoff.md; relative_path:esm/evidence/seooh/doksik_ep78-86_imf_payoff.md; name:block/evidence/seooh/doksik_ep78-86_imf_payoff.md,character/evidence/seooh/doksik_ep78-86_imf_payoff.md	v3 duplicate candidate; do not migrate in Phase 0
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	esm/evidence/seooh/mabeop_ep01-05.md	esm	4679	d504c4dee773164225d486a33ef30d34905b2bf149dde866861a0b6d07cd175c	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	superseded	ineligible	unclear	clear_pointer	sha256:esm/evidence/seooh/mabeop_ep01-05.md; relative_path:esm/evidence/seooh/mabeop_ep01-05.md; name:block/evidence/seooh/mabeop_ep01-05.md,character/evidence/seooh/mabeop_ep01-05.md	v3 duplicate candidate; do not migrate in Phase 0
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	esm/evidence/seooh/mabeop_ep06-14.md	esm	7132	565c3ef2f2674b086512ad835cb9c450f2b5eda90d8f2276f58f0641cfcb4df0	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	superseded	ineligible	unclear	clear_pointer	sha256:esm/evidence/seooh/mabeop_ep06-14.md; relative_path:esm/evidence/seooh/mabeop_ep06-14.md; name:block/evidence/seooh/mabeop_ep06-14.md,character/evidence/seooh/mabeop_ep06-14.md	v3 duplicate candidate; do not migrate in Phase 0
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	esm/evidence/seooh/mabeop_ep15-21.md	esm	7177	fc413a140b80fc3506229616fb6efcc6dd40a2b62a8e225b0e91996a9a7b8da7	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	superseded	ineligible	unclear	clear_pointer	sha256:esm/evidence/seooh/mabeop_ep15-21.md; relative_path:esm/evidence/seooh/mabeop_ep15-21.md; name:block/evidence/seooh/mabeop_ep15-21.md,character/evidence/seooh/mabeop_ep15-21.md	v3 duplicate candidate; do not migrate in Phase 0
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	esm/evidence/seooh/mabeop_ep22-50.md	esm	8622	b70bf6849d83915db681df725e3864a2921ba5e1dd6682478d34d305f4c508bb	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	superseded	ineligible	unclear	clear_pointer	sha256:esm/evidence/seooh/mabeop_ep22-50.md; relative_path:esm/evidence/seooh/mabeop_ep22-50.md; name:block/evidence/seooh/mabeop_ep22-50.md,character/evidence/seooh/mabeop_ep22-50.md	v3 duplicate candidate; do not migrate in Phase 0
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	esm/evidence/seooh/yeonbong_ep01-05.md	esm	3246	b3cdcc798ef66a86ddf28aa099e7b4fb8c9e343ad52988e31f0278d442092a76	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	superseded	ineligible	yes	clear_pointer	sha256:esm/evidence/seooh/yeonbong_ep01-05.md; relative_path:esm/evidence/seooh/yeonbong_ep01-05.md; name:block/evidence/seooh/yeonbong_ep01-05.md,character/evidence/seooh/yeonbong_ep01-05.md	v3 duplicate candidate; do not migrate in Phase 0
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	esm/evidence/seooh/yeonbong_ep06-14.md	esm	6212	431e01ca95d330da95df6b54bf7809d1aedf6a60b72abd32e145d8162eb653a3	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	superseded	ineligible	yes	clear_pointer	sha256:esm/evidence/seooh/yeonbong_ep06-14.md; relative_path:esm/evidence/seooh/yeonbong_ep06-14.md; name:block/evidence/seooh/yeonbong_ep06-14.md,character/evidence/seooh/yeonbong_ep06-14.md	v3 duplicate candidate; do not migrate in Phase 0
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	esm/evidence/seooh/yeonbong_ep15-21.md	esm	6590	f8013144dde72672ab47e8cee953d66a39a13449b33b892cbb7f530950b012e0	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	superseded	ineligible	unclear	clear_pointer	sha256:esm/evidence/seooh/yeonbong_ep15-21.md; relative_path:esm/evidence/seooh/yeonbong_ep15-21.md; name:block/evidence/seooh/yeonbong_ep15-21.md,character/evidence/seooh/yeonbong_ep15-21.md	v3 duplicate candidate; do not migrate in Phase 0
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	esm/evidence/seooh/yeonbong_ep22-50.md	esm	5803	7ce828f52d14e38634863d49dc61b1eba488ffdec92b4a0f789c2b7bfa3bde3d	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	superseded	ineligible	yes	clear_pointer	sha256:esm/evidence/seooh/yeonbong_ep22-50.md; relative_path:esm/evidence/seooh/yeonbong_ep22-50.md; name:block/evidence/seooh/yeonbong_ep22-50.md,character/evidence/seooh/yeonbong_ep22-50.md	v3 duplicate candidate; do not migrate in Phase 0
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	howlib/README.md	howlib	7112	873b8655c55cc620996adaff07cf2d486cb8c08f1d44a25bd11ba01e8746df12	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	methodology	ineligible	unclear	unclear	none	index, template, brief, or dispatch methodology
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	howlib/casebook_lookup.md	howlib	23072	fc584534c2a9fbe8317aef40a47fbb8c23afecb22d09cad925b6c588a873d332	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	bank_card	genre_pack	unclear	unclear	none	curated material or Story Block candidate; requires Phase 1 provenance review
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	howlib/moves_tagged_block.md	howlib	24634	d7dd6161115def87e02961eb885f7b753f3b0cfabbcf265ab49bb4ca8265e0a3	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	bank_card	genre_pack	unclear	unclear	none	curated material or Story Block candidate; requires Phase 1 provenance review
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	howlib/moves_tagged_esm.md	howlib	31219	25bce6fdd03a0644a16062fa829587105e09f93184f9c6978fcc53299e28dec9	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	bank_card	genre_pack	unclear	clear_pointer	none	curated material or Story Block candidate; requires Phase 1 provenance review
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	howlib/moves_tagged_qrp.md	howlib	57475	e6e7ec71492ada4dec547b4555f712da4ce7ae4feffd2663c2ccdf78caf934ff	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	bank_card	genre_pack	unclear	unclear	none	curated material or Story Block candidate; requires Phase 1 provenance review
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	howlib/situation_matrix.md	howlib	9625	1c3592a97b3924d5b7fe7849c8fe6ee3d094fa54291e9003cf21d3ed63275575	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	bank_card	genre_pack	unclear	clear_pointer	none	curated material or Story Block candidate; requires Phase 1 provenance review
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	howlib/want_canon.md	howlib	14586	d4930121f4d59c71c68ed5ea0fdef13d8290793efa7513002c0c8f3f832ed833	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	bank_card	genre_pack	unclear	unclear	none	curated material or Story Block candidate; requires Phase 1 provenance review
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	opening/opening_pattern_canon.md	opening	33764	74204ee59ee2bb85d1578d1878f02b230edbd8e58e72bf2786a9bc7cd39758a8	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	bank_card	cross_genre_candidate	no	clear_pointer	none	opening structure card; source-grounded methodology warrants Phase 1 provenance and v3-role review
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	pitch/README.md	pitch	1166	89c86b2145aa34454360e7eaec38d586f1feb8f9ed80c4de85086e7f95acf112	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	methodology	ineligible	yes	clear_pointer	none	index, template, brief, or dispatch methodology
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	pitch/_extraction_brief.md	pitch	3292	8a904347472467a15c8ea4d739c56b1aa3214ae54b4c22f5c6e19c09c16ed438	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	methodology	ineligible	yes	clear_pointer	none	index, template, brief, or dispatch methodology
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	pitch/extracted/chaebol_jangnam_value.md	pitch	21686	bb6f2a778ee46d919aa4fef99efdce3ce588540d749e2fabee2115f9b00c8ae2	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	bank_card	genre_pack	yes	clear_pointer	none	curated material or Story Block candidate; requires Phase 1 provenance review
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	pitch/extracted/chaebol_maknae_villain.md	pitch	15756	8c684160fbab4941fa3dacd6e0f07fc199440b001ec32e545609763985884453	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	bank_card	genre_pack	yes	clear_pointer	none	curated material or Story Block candidate; requires Phase 1 provenance review
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	pitch/extracted/geomeunmeori_us.md	pitch	17262	27ee2a785678c7aa40ce004f5645d61b906accc5ca7d60ef735ba512c26c3735	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	bank_card	genre_pack	yes	clear_pointer	none	curated material or Story Block candidate; requires Phase 1 provenance review
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	pitch/extracted/geumsujeo_saenghwal.md	pitch	19194	0ea61030f1deef8a7e3f849463c10428cedd34e7c3de51008e6a32e08766fc10	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	bank_card	genre_pack	yes	clear_pointer	name:block/evidence/kdh/geumsujeo_saenghwal.md,character/evidence/kdh/geumsujeo_saenghwal.md,esm/evidence/kdh/geumsujeo_saenghwal.md	curated material or Story Block candidate; requires Phase 1 provenance review
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	pitch/extracted/geumsujeo_tuja.md	pitch	16806	27e4eb0bda8705cb743d29e45bea9523e13ae61646d02d51580ea17455813ad6	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	bank_card	genre_pack	yes	clear_pointer	name:block/evidence/kdh/geumsujeo_tuja.md,character/evidence/kdh/geumsujeo_tuja.md,esm/evidence/kdh/geumsujeo_tuja.md	curated material or Story Block candidate; requires Phase 1 provenance review
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	pitch/extracted/jusik_sin.md	pitch	14632	090fcbe58661a78bad780b91f90e2afd847d0a51a98b2211c5687f9dbd108bb7	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	bank_card	genre_pack	yes	clear_pointer	none	curated material or Story Block candidate; requires Phase 1 provenance review
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	pitch/extracted/mabeop.md	pitch	17540	be3f4c64f6c590c11d8b94d58a28a42d164c16b15d2950a62e4daeca7a3287a0	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	bank_card	genre_pack	yes	unclear	none	curated material or Story Block candidate; requires Phase 1 provenance review
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	pitch/extracted/relife_agent.md	pitch	18639	07ab36be80715ee57acb229c46a8d41db137e01ea118fe0cd6ee5efc4f96059f	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	bank_card	genre_pack	yes	clear_pointer	none	curated material or Story Block candidate; requires Phase 1 provenance review
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	pitch/extracted/seonggongsidae.md	pitch	21553	09e15d65f6435951bcb2f5f8bc157df9ceeadfd8d1707e301eca658931a962da	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	bank_card	genre_pack	yes	unclear	name:block/evidence/kdh/seonggongsidae.md,character/evidence/kdh/seonggongsidae.md,esm/evidence/kdh/seonggongsidae.md	curated material or Story Block candidate; requires Phase 1 provenance review
v2	/Users/a2501/Desktop/ff_studio_v2/edge_repos/ff_foundry	pitch/extracted/sigan_yeohaengja.md	pitch	22219	abb99ec913a9164b6d740288cbda58b0065955cb05c465791e9ab2fabe9446ca	a4cbcb57d85da16dc86a645ae286f65a577b963b	tracked	bank_card	genre_pack	yes	clear_pointer	none	curated material or Story Block candidate; requires Phase 1 provenance review
